Race Type,Gender,Bib,Name,Nationality Flag,Gun Time,Rank,Gender Rank,Chip Time,Speed (Km/Hr),Pace (min/km)
HALF MARATHON,Male,7548,8ec76736-bab4-4643-8dfe-9194c30d1e99,[img:flags/IN.gif],02:20:25.576,802 / 2358,705 / 1873,02:14:08.612,9.4 Km/Hr,6:21 min/km
HALF MARATHON,Male,5719,34046a0c-14d2-4189-b2cb-12acc40a93d2,[img:flags/PH.gif],02:14:24.133,803 / 2358,706 / 1873,02:14:09.067,9.4 Km/Hr,6:21 min/km
HALF MARATHON,Male,5433,7aa9a1e0-4952-4922-9356-59717fe8d23e,[img:flags/PK.gif],02:20:20.071,804 / 2358,707 / 1873,02:14:10.127,9.4 Km/Hr,6:21 min/km
HALF MARATHON,Male,8510,252f7ea3-3d56-4f1c-9824-e80541e1e324,[img:flags/SA.gif],02:16:39.018,806 / 2358,708 / 1873,02:14:11.843,9.4 Km/Hr,6:21 min/km
HALF MARATHON,Male,7803,c5ed6000-cbd8-4600-b551-e5f34da9d58f,[img:flags/SA.gif],02:18:32.540,807 / 2358,709 / 1873,02:14:13.460,9.4 Km/Hr,6:21 min/km
HALF MARATHON,Male,8450,6de57eee-9f98-4c7b-854f-55c97840a90d,[img:flags/SA.gif],02:20:33.000,809 / 2358,710 / 1873,02:14:19.478,9.4 Km/Hr,6:22 min/km
HALF MARATHON,Male,5681,ff1987ac-ff0c-45f3-b7ee-f679ca9f9436,[img:flags/SA.gif],02:18:32.922,810 / 2358,711 / 1873,02:14:21.166,9.4 Km/Hr,6:22 min/km
HALF MARATHON,Male,7010,49402bfe-f434-433b-b030-796550cf194e,[img:flags/ZA.gif],02:22:52.920,811 / 2358,712 / 1873,02:14:24.086,9.4 Km/Hr,6:22 min/km
HALF MARATHON,Male,5850,8f59dc77-56e2-4e59-9a00-09987c648e92,[img:flags/KZ.gif],02:22:42.055,812 / 2358,713 / 1873,02:14:26.043,9.4 Km/Hr,6:22 min/km
HALF MARATHON,Male,7560,70fcf062-1ea7-4dff-bf73-fcf888a82362,[img:flags/IN.gif],02:18:46.066,813 / 2358,714 / 1873,02:14:28.840,9.4 Km/Hr,6:22 min/km
HALF MARATHON,Male,6352,aca8062d-11c1-4b57-b701-154d7655dd1c,[img:flags/SA.gif],02:14:53.848,814 / 2358,715 / 1873,02:14:29.265,9.4 Km/Hr,6:22 min/km
HALF MARATHON,Male,7071,65f30133-9230-48fa-83dd-6746f344171b,[img:flags/SA.gif],02:18:50.081,816 / 2358,716 / 1873,02:14:30.992,9.4 Km/Hr,6:22 min/km
HALF MARATHON,Male,7858,fc0e46b0-30a9-414d-b083-700f39ba74c8,[img:flags/SA.gif],02:16:53.514,817 / 2358,717 / 1873,02:14:34.391,9.4 Km/Hr,6:22 min/km
HALF MARATHON,Male,7965,47f73438-f1ad-409d-9ea4-3ae6f64221b9,[img:flags/GB.gif],02:17:09.720,819 / 2358,718 / 1873,02:14:46.235,9.3 Km/Hr,6:23 min/km
HALF MARATHON,Male,8534,c2d9a989-64d3-4259-8b82-281e94bffac8,[img:flags/FR.gif],02:17:25.136,820 / 2358,719 / 1873,02:14:48.704,9.3 Km/Hr,6:23 min/km
HALF MARATHON,Male,7415,4830b37f-d4d7-43b9-a0e6-9e210a88b837,[img:flags/SA.gif],02:17:07.955,821 / 2358,720 / 1873,02:14:51.283,9.3 Km/Hr,6:23 min/km
HALF MARATHON,Male,6996,bd488efc-db56-4f5a-82bf-fa531db1ab38,[img:flags/SA.gif],02:32:09.443,822 / 2358,721 / 1873,02:14:56.988,9.3 Km/Hr,6:23 min/km
HALF MARATHON,Male,6784,c2956c6c-a1f2-4a1f-8d28-9e4f11a89e9b,[img:flags/ZA.gif],02:19:25.517,825 / 2358,722 / 1873,02:15:00.960,9.3 Km/Hr,6:23 min/km
HALF MARATHON,Male,8273,f9cbf12d-410f-4f4b-801e-e98a1bddb0a9,[img:flags/SA.gif],02:17:36.840,826 / 2358,723 / 1873,02:15:12.207,9.3 Km/Hr,6:24 min/km
HALF MARATHON,Male,7018,b783d34b-7bbf-4bd6-af03-647d2f1fcbf7,[img:flags/SA.gif],02:19:26.090,827 / 2358,724 / 1873,02:15:13.229,9.3 Km/Hr,6:24 min/km
HALF MARATHON,Male,6419,c01bc68e-c4f3-4965-ae16-1d904611e584,[img:flags/SA.gif],02:19:43.370,828 / 2358,725 / 1873,02:15:14.329,9.3 Km/Hr,6:24 min/km
HALF MARATHON,Male,6190,d698b1d7-fd62-4328-80ed-b9b8ddea3e5a,[img:flags/DK.gif],02:19:23.893,829 / 2358,726 / 1873,02:15:15.275,9.3 Km/Hr,6:24 min/km
HALF MARATHON,Male,5205,d4861f88-a944-425e-a177-9568f4cd1036,[img:flags/LB.gif],02:21:35.320,830 / 2358,727 / 1873,02:15:16.699,9.3 Km/Hr,6:24 min/km
HALF MARATHON,Male,6657,a2a49b7d-0863-4141-ae9d-e24f54221451,[img:flags/SA.gif],02:15:27.538,831 / 2358,728 / 1873,02:15:23.869,9.3 Km/Hr,6:25 min/km
HALF MARATHON,Male,8421,d8fd03a3-fdde-4d9a-bba1-6356231f7542,[img:flags/SA.gif],02:21:51.636,832 / 2358,729 / 1873,02:15:29.578,9.3 Km/Hr,6:25 min/km
HALF MARATHON,Male,6741,8a46a43d-bc71-43f6-97b8-f5047f09c31d,[img:flags/SA.gif],02:20:09.766,834 / 2358,730 / 1873,02:15:41.639,9.3 Km/Hr,6:25 min/km
HALF MARATHON,Male,6652,c4cd7ce9-673a-4c93-8ae8-1a313c9ca5ea,[img:flags/SA.gif],02:22:05.985,835 / 2358,731 / 1873,02:15:49.246,9.3 Km/Hr,6:26 min/km
HALF MARATHON,Male,7892,4316d105-3b71-48e8-946b-a210c18f28e5,[img:flags/SA.gif],02:18:04.682,836 / 2358,732 / 1873,02:15:51.918,9.3 Km/Hr,6:26 min/km
HALF MARATHON,Male,7441,52a7a661-2974-48a5-ae92-78d8746954c9,[img:flags/IN.gif],02:18:12.628,837 / 2358,733 / 1873,02:15:53.621,9.3 Km/Hr,6:26 min/km
HALF MARATHON,Male,6451,b2a86775-1002-4d70-b390-ec112eb1ce6d,[img:flags/SA.gif],02:22:13.374,838 / 2358,734 / 1873,02:15:58.178,9.3 Km/Hr,6:26 min/km
HALF MARATHON,Male,7685,628874cc-a6ff-471a-b654-6082d6e5b215,[img:flags/IT.gif],02:18:35.288,839 / 2358,735 / 1873,02:16:00.666,9.3 Km/Hr,6:26 min/km
HALF MARATHON,Male,8506,1f1cde5a-3ac8-414a-8503-1a07696db7cb,[img:flags/LB.gif],02:26:06.928,840 / 2358,736 / 1873,02:16:02.165,9.3 Km/Hr,6:26 min/km
HALF MARATHON,Male,7773,795d38e5-a86d-497c-8147-6a191097d312,[img:flags/SA.gif],02:18:28.341,841 / 2358,737 / 1873,02:16:05.184,9.3 Km/Hr,6:27 min/km
HALF MARATHON,Male,8151,548ff95d-161c-4273-a161-64f5edb03e45,[img:flags/SA.gif],02:18:21.460,842 / 2358,738 / 1873,02:16:05.428,9.3 Km/Hr,6:27 min/km
HALF MARATHON,Male,8504,9ec23844-abdf-4956-bc6f-a7059c74bdd9,[img:flags/LB.gif],02:26:13.782,843 / 2358,739 / 1873,02:16:09.745,9.2 Km/Hr,6:27 min/km
HALF MARATHON,Male,5014,71aaeb8d-e6ad-4332-8545-3b9a74519e74,[img:flags/SA.gif],02:20:31.994,845 / 2358,740 / 1873,02:16:13.431,9.2 Km/Hr,6:27 min/km
HALF MARATHON,Male,6453,241d1cae-f54f-4cca-b5dc-a45c31c9da12,[img:flags/SA.gif],02:16:40.766,846 / 2358,741 / 1873,02:16:18.616,9.2 Km/Hr,6:27 min/km
HALF MARATHON,Male,8582,3b794d33-9571-409c-a109-3016686f91ba,[img:flags/SA.gif],02:20:38.839,847 / 2358,742 / 1873,02:16:22.479,9.2 Km/Hr,6:27 min/km
HALF MARATHON,Male,7745,b7bce9ce-caa9-4ecd-85f1-2e44201b8ecc,[img:flags/SA.gif],02:18:51.662,848 / 2358,743 / 1873,02:16:22.556,9.2 Km/Hr,6:27 min/km
HALF MARATHON,Male,5307,9ec273d2-028f-4cb6-8574-335fa2397242,[img:flags/PH.gif],02:16:27.727,849 / 2358,744 / 1873,02:16:25.796,9.2 Km/Hr,6:27 min/km
HALF MARATHON,Male,6699,8b9ffde1-835e-4dd7-9f55-2d248a59e795,[img:flags/SA.gif],02:24:52.926,850 / 2358,745 / 1873,02:16:29.859,9.2 Km/Hr,6:28 min/km
HALF MARATHON,Male,6014,f92ea5b6-3b7f-4295-a756-0bb6222ebfc7,[img:flags/SA.gif],02:18:56.160,851 / 2358,746 / 1873,02:16:29.944,9.2 Km/Hr,6:28 min/km
HALF MARATHON,Male,5250,1925f0aa-8ff6-4e09-8e22-b49439cf0091,[img:flags/CA.gif],02:16:58.958,852 / 2358,747 / 1873,02:16:33.765,9.2 Km/Hr,6:28 min/km
HALF MARATHON,Male,6337,09f2b239-7c5d-462a-be70-f4ba9cb8783b,[img:flags/SA.gif],02:22:50.055,854 / 2358,748 / 1873,02:16:36.786,9.2 Km/Hr,6:28 min/km
HALF MARATHON,Male,6188,e85a2579-c90e-47f5-a3bf-174e44a3e163,[img:flags/UG.gif],02:26:50.430,855 / 2358,749 / 1873,02:16:39.125,9.2 Km/Hr,6:28 min/km
HALF MARATHON,Male,7979,9cd3b9ba-585a-4d9d-bded-46f7cd202357,[img:flags/SA.gif],02:25:01.590,856 / 2358,750 / 1873,02:16:39.557,9.2 Km/Hr,6:28 min/km
HALF MARATHON,Male,7663,b22c39e3-843f-42c3-a1bc-476c077300eb,[img:flags/SA.gif],02:19:06.501,857 / 2358,751 / 1873,02:16:40.009,9.2 Km/Hr,6:28 min/km
HALF MARATHON,Male,6026,6dd66699-baab-4234-9aff-8edfc9aac38d,[img:flags/SA.gif],02:18:53.262,858 / 2358,752 / 1873,02:16:41.177,9.2 Km/Hr,6:28 min/km
HALF MARATHON,Male,6860,c265ff74-73a6-40cd-bca8-95d91bd43423,[img:flags/GB.gif],02:23:01.478,859 / 2358,753 / 1873,02:16:45.445,9.2 Km/Hr,6:28 min/km
HALF MARATHON,Male,6602,1548c2b1-ecbf-4e7f-98cb-ba5d0d233907,[img:flags/SA.gif],02:23:00.443,861 / 2358,754 / 1873,02:16:48.171,9.2 Km/Hr,6:29 min/km
HALF MARATHON,Male,7683,e92a3ee5-a4e3-4984-a8fa-ad8d64f570b6,[img:flags/PH.gif],02:17:10.627,862 / 2358,755 / 1873,02:16:48.595,9.2 Km/Hr,6:29 min/km
HALF MARATHON,Male,5040,32a29028-5a3a-40b9-8dcd-0fe66f54ffae,[img:flags/SA.gif],02:25:06.576,863 / 2358,756 / 1873,02:16:51.876,9.2 Km/Hr,6:29 min/km
HALF MARATHON,Male,6694,3e14ca66-749f-4d8b-ab0b-c96430d00b77,[img:flags/SA.gif],02:25:15.347,864 / 2358,757 / 1873,02:16:52.698,9.2 Km/Hr,6:29 min/km
HALF MARATHON,Male,7150,8934a29e-8476-4e38-b1b7-6b45e52d7f33,[img:flags/SA.gif],02:17:03.114,865 / 2358,758 / 1873,02:16:56.144,9.2 Km/Hr,6:29 min/km
HALF MARATHON,Male,6459,dc268133-7a34-46b6-bb1a-7eec74f76b34,[img:flags/SA.gif],02:27:09.702,866 / 2358,759 / 1873,02:17:01.470,9.2 Km/Hr,6:29 min/km
HALF MARATHON,Male,6636,a7ac9683-e092-4674-b319-133df11120fb,[img:flags/SA.gif],02:19:34.936,869 / 2358,760 / 1873,02:17:13.537,9.2 Km/Hr,6:30 min/km
HALF MARATHON,Male,6751,26a51d23-586e-480b-8e40-ba3894e6bd56,[img:flags/GB.gif],02:25:35.783,870 / 2358,761 / 1873,02:17:13.652,9.2 Km/Hr,6:30 min/km
HALF MARATHON,Male,6438,053bc706-10d4-44aa-aca6-8fd0d797ba8d,[img:flags/SA.gif],02:27:21.492,871 / 2358,762 / 1873,02:17:15.555,9.2 Km/Hr,6:30 min/km
HALF MARATHON,Male,7476,a50d1c17-4053-4d40-a421-3f532ff73053,[img:flags/SA.gif],02:23:38.376,872 / 2358,763 / 1873,02:17:21.208,9.2 Km/Hr,6:30 min/km
HALF MARATHON,Male,8257,8adbf524-81ce-4d09-8851-87046c60be74,[img:flags/SA.gif],02:21:33.301,873 / 2358,764 / 1873,02:17:21.264,9.2 Km/Hr,6:30 min/km
HALF MARATHON,Male,5626,539a0a11-8adc-4f19-8e1a-4f13e6191064,[img:flags/SA.gif],02:21:54.414,876 / 2358,765 / 1873,02:17:29.033,9.2 Km/Hr,6:30 min/km
HALF MARATHON,Male,8413,9ce56b7c-23e6-4466-ae63-e4ab092138eb,[img:flags/SA.gif],02:27:34.771,877 / 2358,766 / 1873,02:17:30.747,9.2 Km/Hr,6:31 min/km
HALF MARATHON,Male,6713,77c366ec-555a-4cbe-9a8f-57cabd469b04,[img:flags/PK.gif],02:25:49.168,878 / 2358,767 / 1873,02:17:31.924,9.2 Km/Hr,6:31 min/km
HALF MARATHON,Male,5957,e6621f6e-0818-4c14-87c3-463892aef992,[img:flags/SA.gif],02:19:49.252,879 / 2358,768 / 1873,02:17:32.892,9.2 Km/Hr,6:31 min/km
HALF MARATHON,Male,5209,6981551f-6fd8-4285-8e79-7f5a4993df67,[img:flags/SA.gif],02:24:07.459,882 / 2358,769 / 1873,02:17:45.822,9.1 Km/Hr,6:31 min/km
HALF MARATHON,Male,7079,9953ed52-f1d3-4be2-9321-4a2e71369b3c,[img:flags/SA.gif],02:22:07.932,883 / 2358,770 / 1873,02:17:46.788,9.1 Km/Hr,6:31 min/km
HALF MARATHON,Male,5817,8706421e-41cc-425b-9963-b2a4246b0b8f,[img:flags/LB.gif],02:17:56.141,884 / 2358,771 / 1873,02:17:48.229,9.1 Km/Hr,6:31 min/km
HALF MARATHON,Male,6903,30a795b9-0b82-4115-a4a3-3425be394bc6,[img:flags/BH.gif],02:22:08.072,885 / 2358,772 / 1873,02:17:48.452,9.1 Km/Hr,6:31 min/km
HALF MARATHON,Male,5457,b4762343-886c-432e-b452-b3b6fb440a08,[img:flags/SA.gif],02:28:00.821,886 / 2358,773 / 1873,02:17:50.096,9.1 Km/Hr,6:31 min/km
HALF MARATHON,Male,8085,a404f87b-7e95-417f-a819-ac2eaeaa31f4,[img:flags/AE.gif],02:22:12.894,887 / 2358,774 / 1873,02:17:51.564,9.1 Km/Hr,6:32 min/km
HALF MARATHON,Male,5729,75bbd278-7e5c-46f5-8ea2-0f5a3f825b06,[img:flags/SA.gif],02:28:01.733,888 / 2358,775 / 1873,02:17:56.219,9.1 Km/Hr,6:32 min/km
HALF MARATHON,Male,7852,e0cc21b5-40d9-41a9-b434-604ce682cac4,[img:flags/SA.gif],02:28:36.576,889 / 2358,776 / 1873,02:17:58.929,9.1 Km/Hr,6:32 min/km
HALF MARATHON,Male,6992,ca196587-0bc4-41ff-b85a-75442c95eff2,[img:flags/NP.gif],02:18:14.127,890 / 2358,777 / 1873,02:18:00.823,9.1 Km/Hr,6:32 min/km
HALF MARATHON,Male,7547,a838b4ff-2d30-4c12-aa83-14a6c54070b5,[img:flags/SA.gif],02:22:08.883,891 / 2358,778 / 1873,02:18:01.116,9.1 Km/Hr,6:32 min/km
HALF MARATHON,Male,6742,00edaa2c-b77a-4cc1-bfc3-7961351d9ed5,[img:flags/SA.gif],02:22:29.563,892 / 2358,779 / 1873,02:18:01.717,9.1 Km/Hr,6:32 min/km
HALF MARATHON,Male,7036,5490fef3-7b66-48ba-91dc-cbdfe28288a9,[img:flags/MX.gif],02:24:36.542,893 / 2358,780 / 1873,02:18:06.781,9.1 Km/Hr,6:32 min/km
HALF MARATHON,Male,7856,72e1aacc-eda6-4edb-8f75-a0255483cf1a,[img:flags/EG.gif],02:22:24.883,894 / 2358,781 / 1873,02:18:07.364,9.1 Km/Hr,6:32 min/km
HALF MARATHON,Male,7875,932edf36-35f8-4dd4-848a-2f638c40c621,,02:22:25.182,895 / 2358,782 / 1873,02:18:07.803,9.1 Km/Hr,6:32 min/km
HALF MARATHON,Male,5721,d64cf4a6-52bc-487a-8cb3-8dff858459c4,[img:flags/SA.gif],02:18:14.369,896 / 2358,783 / 1873,02:18:08.180,9.1 Km/Hr,6:32 min/km
HALF MARATHON,Male,5356,bb0234f3-d357-43e0-83ed-63287a8759b4,[img:flags/SA.gif],02:28:12.727,897 / 2358,784 / 1873,02:18:11.084,9.1 Km/Hr,6:32 min/km
HALF MARATHON,Male,8378,b86a5939-d921-4fd1-ad4b-ba01edcf50e9,[img:flags/SA.gif],02:26:32.970,898 / 2358,785 / 1873,02:18:15.160,9.1 Km/Hr,6:33 min/km
HALF MARATHON,Male,6322,9b17334b-95de-4bdd-a630-a8c3325a0665,[img:flags/JO.gif],02:26:35.209,899 / 2358,786 / 1873,02:18:16.852,9.1 Km/Hr,6:33 min/km
HALF MARATHON,Male,5924,43d3fecd-bb88-46e6-a9ce-b0ec742c760f,[img:flags/FR.gif],02:22:57.963,900 / 2358,787 / 1873,02:18:32.859,9.1 Km/Hr,6:34 min/km
HALF MARATHON,Male,8249,991412c0-9b41-4fb3-af2e-02373caea74e,[img:flags/SA.gif],02:18:51.420,901 / 2358,788 / 1873,02:18:34.106,9.1 Km/Hr,6:34 min/km
HALF MARATHON,Male,7624,8e642eca-a566-427d-9215-1fa8f2f61ee7,[img:flags/SA.gif],02:24:54.541,902 / 2358,789 / 1873,02:18:34.333,9.1 Km/Hr,6:34 min/km
HALF MARATHON,Male,8181,f2c0a2e0-4af4-4de6-8d35-91ddcbb8fadb,[img:flags/SA.gif],02:26:58.384,903 / 2358,790 / 1873,02:18:36.271,9.1 Km/Hr,6:34 min/km
HALF MARATHON,Male,5328,e824673a-6c68-4d70-90a5-ff669e2ac16e,[img:flags/SA.gif],02:18:55.850,904 / 2358,791 / 1873,02:18:43.909,9.1 Km/Hr,6:34 min/km
HALF MARATHON,Male,7087,5947a0d8-04b7-4959-8401-53ee1f653247,[img:flags/SA.gif],02:25:13.987,905 / 2358,792 / 1873,02:18:47.052,9.1 Km/Hr,6:34 min/km
HALF MARATHON,Male,5144,892da4a0-0c7c-4faf-b208-c3b37bbe7168,[img:flags/SA.gif],02:21:10.833,906 / 2358,793 / 1873,02:18:48.637,9.1 Km/Hr,6:34 min/km
HALF MARATHON,Male,6262,c42a1657-e8e1-470c-87eb-4a69f72b2596,[img:flags/SA.gif],02:21:22.413,907 / 2358,794 / 1873,02:18:51.351,9.1 Km/Hr,6:34 min/km
HALF MARATHON,Male,6019,4096b7f2-a43b-4f1d-8458-0b20af5e3c28,[img:flags/PH.gif],02:19:11.570,909 / 2358,795 / 1873,02:18:53.118,9.1 Km/Hr,6:34 min/km
HALF MARATHON,Male,6758,e9a432cd-eddc-472c-b9f1-c014806f3103,[img:flags/PS.gif],02:23:14.284,910 / 2358,796 / 1873,02:18:53.548,9.1 Km/Hr,6:35 min/km
HALF MARATHON,Male,5316,55076737-8126-4ef0-a7e4-c4eefa3a1d71,,02:21:22.412,911 / 2358,797 / 1873,02:18:54.492,9.1 Km/Hr,6:35 min/km
HALF MARATHON,Male,6863,e0a3b753-9142-475a-b8cd-189b9a0ecbb6,[img:flags/SA.gif],02:25:22.947,912 / 2358,798 / 1873,02:18:55.358,9.1 Km/Hr,6:35 min/km
HALF MARATHON,Male,5685,7ec303f1-9ae7-4292-af9a-d6c430e17e82,[img:flags/SA.gif],02:25:26.513,913 / 2358,799 / 1873,02:18:56.492,9.1 Km/Hr,6:35 min/km
HALF MARATHON,Male,6746,f948d9c2-52b6-4b0c-8002-2a5f41dba8d1,[img:flags/SA.gif],02:25:27.028,914 / 2358,800 / 1873,02:18:56.686,9.1 Km/Hr,6:35 min/km
HALF MARATHON,Male,6080,977cc54d-f7a8-416c-b9fc-1664bf0dd09c,[img:flags/SA.gif],02:23:05.457,915 / 2358,801 / 1873,02:18:58.981,9.1 Km/Hr,6:35 min/km
HALF MARATHON,Male,6875,c9131b20-0f77-4083-b2d5-890dd6f5e900,[img:flags/SA.gif],02:19:24.278,916 / 2358,802 / 1873,02:19:04.444,9.1 Km/Hr,6:35 min/km
HALF MARATHON,Male,6815,5db3c888-6f79-4c74-b7d0-88b1904abd5c,[img:flags/PK.gif],02:21:33.852,917 / 2358,803 / 1873,02:19:05.408,9.1 Km/Hr,6:35 min/km
HALF MARATHON,Male,8207,7d806afb-56d8-4bbe-9ee9-7842ebc4b618,[img:flags/SA.gif],02:23:35.828,918 / 2358,804 / 1873,02:19:06.220,9.1 Km/Hr,6:35 min/km
HALF MARATHON,Male,5645,7fb199fb-ded9-4117-9068-002416a2d8ea,[img:flags/SA.gif],02:21:35.753,919 / 2358,805 / 1873,02:19:14.259,9.0 Km/Hr,6:35 min/km
HALF MARATHON,Male,5717,08eceeaf-45b3-4665-8a54-a4b8059e6433,[img:flags/SA.gif],02:27:53.052,921 / 2358,806 / 1873,02:19:20.226,9.0 Km/Hr,6:36 min/km
HALF MARATHON,Male,6667,07258b30-5c71-4b65-b44f-00d22dc58730,[img:flags/SA.gif],02:21:38.521,922 / 2358,807 / 1873,02:19:23.345,9.0 Km/Hr,6:36 min/km
HALF MARATHON,Male,7576,7948a765-905c-4447-ae3c-78f04880e743,[img:flags/SA.gif],02:25:53.981,923 / 2358,808 / 1873,02:19:25.879,9.0 Km/Hr,6:36 min/km
HALF MARATHON,Male,7153,946eb189-f42d-49da-bcd4-8ae307668eb2,[img:flags/DE.gif],02:21:41.223,925 / 2358,809 / 1873,02:19:27.707,9.0 Km/Hr,6:36 min/km
HALF MARATHON,Male,6909,e7f89c1b-014d-4b5c-a653-0f6f73c785b4,[img:flags/BH.gif],02:23:46.717,926 / 2358,810 / 1873,02:19:29.403,9.0 Km/Hr,6:36 min/km
HALF MARATHON,Male,8217,a69dfb2c-376e-49b0-84e8-07cbee555b8d,[img:flags/SA.gif],02:19:42.489,928 / 2358,811 / 1873,02:19:31.636,9.0 Km/Hr,6:36 min/km
HALF MARATHON,Male,5985,89315093-00af-4369-9079-2b0ae6658c51,[img:flags/PH.gif],02:23:54.656,929 / 2358,812 / 1873,02:19:37.006,9.0 Km/Hr,6:37 min/km
HALF MARATHON,Male,6416,28e9ca51-b2c3-425e-bb70-472291d6a4f2,[img:flags/PH.gif],02:24:01.615,930 / 2358,813 / 1873,02:19:39.628,9.0 Km/Hr,6:37 min/km
HALF MARATHON,Male,5425,7b05ae35-47e9-4121-a72d-f3fa08410b04,[img:flags/SA.gif],02:26:01.482,931 / 2358,814 / 1873,02:19:39.893,9.0 Km/Hr,6:37 min/km
HALF MARATHON,Male,6611,b93c602c-7f9c-4af2-8dc4-a13656632ad0,[img:flags/MX.gif],02:22:11.015,934 / 2358,815 / 1873,02:19:40.233,9.0 Km/Hr,6:37 min/km
HALF MARATHON,Male,6124,96b70465-0931-45b0-82ba-8c3e0dae50a8,[img:flags/SA.gif],02:24:13.519,935 / 2358,816 / 1873,02:19:47.265,9.0 Km/Hr,6:37 min/km
HALF MARATHON,Male,5683,8fa6ca8e-6001-4ed3-9929-62f6bfe8c79b,[img:flags/SA.gif],02:26:00.245,936 / 2358,817 / 1873,02:19:50.212,9.0 Km/Hr,6:37 min/km
HALF MARATHON,Male,7506,8e8e8fb5-1964-4949-a6cc-3e0472958586,[img:flags/SA.gif],02:20:10.494,937 / 2358,818 / 1873,02:19:52.236,9.0 Km/Hr,6:37 min/km
HALF MARATHON,Male,6372,7223ebd0-1891-4248-80b3-7e49e9efedc1,,02:26:09.659,938 / 2358,819 / 1873,02:19:53.550,9.0 Km/Hr,6:37 min/km
HALF MARATHON,Male,8079,e3bdd8ce-fb88-44f6-9b1a-7fa165500f6f,[img:flags/SA.gif],02:28:21.826,940 / 2358,820 / 1873,02:19:59.110,9.0 Km/Hr,6:38 min/km
HALF MARATHON,Male,6279,4b48740b-4820-4969-bfab-f3d157db3480,[img:flags/SA.gif],02:26:17.869,941 / 2358,821 / 1873,02:20:03.545,9.0 Km/Hr,6:38 min/km
HALF MARATHON,Male,6871,6b3cbb59-2a57-4bc5-bca3-d28b691ebbd3,[img:flags/SA.gif],02:22:21.803,942 / 2358,822 / 1873,02:20:06.008,9.0 Km/Hr,6:38 min/km
HALF MARATHON,Male,8411,a6085485-330a-402b-b856-23602199a12a,[img:flags/ID.gif],02:28:40.356,943 / 2358,823 / 1873,02:20:08.696,9.0 Km/Hr,6:38 min/km
HALF MARATHON,Male,5023,c8b8aa88-25db-423c-8b83-ff45f0085eac,[img:flags/TN.gif],02:28:36.895,944 / 2358,824 / 1873,02:20:10.229,9.0 Km/Hr,6:38 min/km
HALF MARATHON,Male,8251,c654b7fc-dfcc-4e4f-875d-48997783740a,[img:flags/SA.gif],02:20:21.603,945 / 2358,825 / 1873,02:20:10.751,9.0 Km/Hr,6:38 min/km
HALF MARATHON,Male,8358,813d5cba-c2d8-4292-be9a-bca520587e51,[img:flags/EG.gif],02:24:41.087,946 / 2358,826 / 1873,02:20:10.781,9.0 Km/Hr,6:38 min/km
HALF MARATHON,Male,8352,56b0285c-2cf3-4a07-bed3-cda6b1383f63,[img:flags/JO.gif],02:24:41.474,947 / 2358,827 / 1873,02:20:11.495,9.0 Km/Hr,6:38 min/km
HALF MARATHON,Male,7007,bdaeb352-6932-4350-a5c3-d6984a4272ef,[img:flags/SA.gif],02:22:35.960,948 / 2358,828 / 1873,02:20:13.436,9.0 Km/Hr,6:38 min/km
HALF MARATHON,Male,5989,487bd726-6761-43a5-ab63-378723c3dd40,[img:flags/SA.gif],02:28:30.453,949 / 2358,829 / 1873,02:20:13.549,9.0 Km/Hr,6:38 min/km
HALF MARATHON,Male,6405,f3b17d16-9350-4229-87b7-681fc7af557b,[img:flags/IN.gif],02:24:37.301,950 / 2358,830 / 1873,02:20:20.761,9.0 Km/Hr,6:39 min/km
HALF MARATHON,Male,8269,2a091e83-dab1-4b7a-94d1-3327d598a9d2,[img:flags/OM.gif],02:26:32.843,951 / 2358,831 / 1873,02:20:21.355,9.0 Km/Hr,6:39 min/km
HALF MARATHON,Male,6659,b5254e72-f406-47be-8f54-51240890957b,[img:flags/SA.gif],02:20:31.992,952 / 2358,832 / 1873,02:20:24.621,9.0 Km/Hr,6:39 min/km
HALF MARATHON,Male,6914,c59a7fef-56de-4809-bb27-74cd6ee8c350,[img:flags/SA.gif],02:22:56.304,953 / 2358,833 / 1873,02:20:34.537,9.0 Km/Hr,6:39 min/km
HALF MARATHON,Male,8187,a4b4bf05-2a4d-4904-862f-39e40d6e9087,[img:flags/IN.gif],02:23:07.356,954 / 2358,834 / 1873,02:20:36.013,9.0 Km/Hr,6:39 min/km
HALF MARATHON,Male,7028,599ff6b6-a86e-463c-b42c-f74b47bc638f,[img:flags/SA.gif],02:28:53.734,955 / 2358,835 / 1873,02:20:40.792,8.9 Km/Hr,6:40 min/km
HALF MARATHON,Male,6389,0aa56fe0-bf80-44df-9274-b96283469370,[img:flags/SA.gif],02:25:18.388,958 / 2358,836 / 1873,02:20:55.786,8.9 Km/Hr,6:40 min/km
HALF MARATHON,Male,6858,341fc642-eb80-4eda-94c3-f6f49627e252,[img:flags/SA.gif],02:25:18.721,960 / 2358,837 / 1873,02:20:55.923,8.9 Km/Hr,6:40 min/km
HALF MARATHON,Male,6768,5af7d9a6-207c-4ccd-bb19-8fb46e180055,[img:flags/PH.gif],02:23:11.303,961 / 2358,838 / 1873,02:20:56.628,8.9 Km/Hr,6:40 min/km
HALF MARATHON,Male,5283,b747173c-c1b3-4969-bd4d-f559af47f5b8,[img:flags/SA.gif],02:27:17.924,962 / 2358,839 / 1873,02:20:57.554,8.9 Km/Hr,6:40 min/km
